Item Name,Item Description,Department Name,Custom Field 3,Custom Field 1,Regular Price,MSRP,PIMG_ID,Custom Field 2,Size,Qty 1,On Order Qty,Attribute,Custom Field 4,Custom Field 5,END
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,0,10,0,black,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,2,10,0,black,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,4,10,0,black,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,6,10,0,black,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,8,10,0,black,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,10,10,0,black,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,12,10,0,black,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,14,10,0,black,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,0,10,0,grey,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,2,10,0,grey,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,4,10,0,grey,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,6,10,0,grey,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,8,10,0,grey,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,10,10,0,grey,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,12,10,0,grey,,,
SM825-1,SM825-1,Issue New York,Womens Apparel,1/7/2011,405,510,,Cocktail Dresses,14,10,0,grey,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,2,10,0,black,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,4,10,0,black,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,6,10,0,black,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,8,10,0,black,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,10,10,0,black,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,12,10,0,black,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,14,10,0,black,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,2,10,0,ivory,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,4,10,0,ivory,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,6,10,0,ivory,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,8,10,0,ivory,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,10,10,0,ivory,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,12,10,0,ivory,,,
2105001-1,2105001-1,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,14,10,0,ivory,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,2,10,0,red,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,4,10,0,red,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,6,10,0,red,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,8,10,0,red,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,10,10,0,red,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,12,10,0,red,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,14,10,0,red,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,2,10,0,ivory,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,4,10,0,ivory,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,6,10,0,ivory,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,8,10,0,ivory,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,10,10,0,ivory,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,12,10,0,ivory,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,14,10,0,ivory,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,2,10,0,black,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,4,10,0,black,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,6,10,0,black,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,8,10,0,black,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,10,10,0,black,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,12,10,0,black,,,
SA2271,SA2271,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,14,10,0,black,,,
SM800,SM800,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,0,10,0,as.shown,,,
SM800,SM800,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,2,10,0,as.shown,,,
SM800,SM800,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,4,10,0,as.shown,,,
SM800,SM800,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,6,10,0,as.shown,,,
SM800,SM800,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,8,10,0,as.shown,,,
SM800,SM800,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,10,10,0,as.shown,,,
SM800,SM800,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,12,10,0,as.shown,,,
SM800,SM800,Issue New York,Womens Apparel,1/7/2011,450,575,,Cocktail Dresses,14,10,0,as.shown,,,
D708-2,D708-2,Issue New York,Womens Apparel,1/7/2011,310,405,,Cocktail Dresses,2,10,0,as.shown,,,
D708-2,D708-2,Issue New York,Womens Apparel,1/7/2011,310,405,,Cocktail Dresses,4,10,0,as.shown,,,
D708-2,D708-2,Issue New York,Womens Apparel,1/7/2011,310,405,,Cocktail Dresses,6,10,0,as.shown,,,
D708-2,D708-2,Issue New York,Womens Apparel,1/7/2011,310,405,,Cocktail Dresses,8,10,0,as.shown,,,
D708-2,D708-2,Issue New York,Womens Apparel,1/7/2011,310,405,,Cocktail Dresses,10,10,0,as.shown,,,
D708-2,D708-2,Issue New York,Womens Apparel,1/7/2011,310,405,,Cocktail Dresses,12,10,0,as.shown,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,2,10,0,paprika,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,4,10,0,paprika,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,6,10,0,paprika,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,8,10,0,paprika,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,10,10,0,paprika,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,12,10,0,paprika,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,2,10,0,chanel.blue,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,4,10,0,chanel.blue,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,6,10,0,chanel.blue,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,8,10,0,chanel.blue,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,10,10,0,chanel.blue,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,12,10,0,chanel.blue,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,2,10,0,citrus.green,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,4,10,0,citrus.green,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,6,10,0,citrus.green,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,8,10,0,citrus.green,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,10,10,0,citrus.green,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,12,10,0,citrus.green,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,2,10,0,mango,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,4,10,0,mango,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,6,10,0,mango,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,8,10,0,mango,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,10,10,0,mango,,,
DF134,DF134,Issue New York,Womens Apparel,1/7/2011,290,375,,Cocktail Dresses,12,10,0,mango,,,
DF136,DF136,Issue New York,Womens Apparel,1/7/2011,295,385,,Cocktail Dresses,2,10,0,as.shown,,,
DF136,DF136,Issue New York,Womens Apparel,1/7/2011,295,385,,Cocktail Dresses,4,10,0,as.shown,,,
DF136,DF136,Issue New York,Womens Apparel,1/7/2011,295,385,,Cocktail Dresses,6,10,0,as.shown,,,
DF136,DF136,Issue New York,Womens Apparel,1/7/2011,295,385,,Cocktail Dresses,8,10,0,as.shown,,,
DF136,DF136,Issue New York,Womens Apparel,1/7/2011,295,385,,Cocktail Dresses,10,10,0,as.shown,,,
DF136,DF136,Issue New York,Womens Apparel,1/7/2011,295,385,,Cocktail Dresses,12,10,0,as.shown,,,
DF136,DF136,Issue New York,Womens Apparel,1/7/2011,295,385,,Evening Dresses,14,10,0,as.shown,,,
EV1863-4,EV1863-4,Issue New York,Womens Apparel,1/7/2011,310,405,,Evening Dresses,2,10,0,as.shown,,,
EV1863-4,EV1863-4,Issue New York,Womens Apparel,1/7/2011,310,405,,Evening Dresses,4,10,0,as.shown,,,
EV1863-4,EV1863-4,Issue New York,Womens Apparel,1/7/2011,310,405,,Evening Dresses,6,10,0,as.shown,,,
EV1863-4,EV1863-4,Issue New York,Womens Apparel,1/7/2011,310,405,,Evening Dresses,8,10,0,as.shown,,,
EV1863-4,EV1863-4,Issue New York,Womens Apparel,1/7/2011,310,405,,Evening Dresses,10,10,0,as.shown,,,
EV1863-4,EV1863-4,Issue New York,Womens Apparel,1/7/2011,310,405,,Evening Dresses,12,10,0,as.shown,,,
EV1863-4,EV1863-4,Issue New York,Womens Apparel,1/7/2011,310,405,,Evening Dresses,14,10,0,as.shown,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,2,10,0,midnight.blue,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,4,10,0,midnight.blue,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,6,10,0,midnight.blue,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,8,10,0,midnight.blue,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,10,10,0,midnight.blue,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,12,10,0,midnight.blue,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,14,10,0,midnight.blue,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,2,10,0,camel,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,4,10,0,camel,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,6,10,0,camel,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,8,10,0,camel,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,10,10,0,camel,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,12,10,0,camel,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,14,10,0,camel,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,2,10,0,fuschia,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,4,10,0,fuschia,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,6,10,0,fuschia,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,8,10,0,fuschia,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,10,10,0,fuschia,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,12,10,0,fuschia,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,14,10,0,fuschia,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,2,10,0,dark.brown,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,4,10,0,dark.brown,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,6,10,0,dark.brown,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,8,10,0,dark.brown,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,10,10,0,dark.brown,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,12,10,0,dark.brown,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,14,10,0,dark.brown,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,2,10,0,silver,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,4,10,0,silver,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,6,10,0,silver,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,8,10,0,silver,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,10,10,0,silver,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,12,10,0,silver,,,
D139,D139,Issue New York,Womens Apparel,1/7/2011,350,465,,Cocktail Dresses,14,10,0,silver,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,2,10,0,black,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,4,10,0,black,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,6,10,0,black,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,8,10,0,black,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,10,10,0,black,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,12,10,0,black,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,2,10,0,bronze,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,4,10,0,bronze,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,6,10,0,bronze,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,8,10,0,bronze,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,10,10,0,bronze,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,12,10,0,bronze,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,2,10,0,gunmetal,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,4,10,0,gunmetal,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,6,10,0,gunmetal,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,8,10,0,gunmetal,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,10,10,0,gunmetal,,,
D8327,D8327,Issue New York,Womens Apparel,1/7/2011,275,350,,Cocktail Dresses,12,10,0,gunmetal,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,2,10,0,eggplant,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,4,10,0,eggplant,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,6,10,0,eggplant,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,8,10,0,eggplant,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,10,10,0,eggplant,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,12,10,0,eggplant,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,14,10,0,eggplant,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,2,10,0,red,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,4,10,0,red,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,6,10,0,red,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,8,10,0,red,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,10,10,0,red,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,12,10,0,red,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,14,10,0,red,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,2,10,0,black,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,4,10,0,black,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,6,10,0,black,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,8,10,0,black,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,10,10,0,black,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,12,10,0,black,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,14,10,0,black,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,2,10,0,charcoal,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,4,10,0,charcoal,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,6,10,0,charcoal,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,8,10,0,charcoal,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,10,10,0,charcoal,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,12,10,0,charcoal,,,
RT2004,RT2004,Issue New York,Womens Apparel,1/7/2011,450,575,,Evening Dresses,14,10,0,charcoal,,,
2105006,2105006,Issue New York,Womens Apparel,1/7/2011,350,425,,Cocktail Dresses,2,10,0,purple,,,
2105006,2105006,Issue New York,Womens Apparel,1/7/2011,350,425,,Cocktail Dresses,4,10,0,purple,,,
2105006,2105006,Issue New York,Womens Apparel,1/7/2011,350,425,,Cocktail Dresses,6,10,0,purple,,,
2105006,2105006,Issue New York,Womens Apparel,1/7/2011,350,425,,Cocktail Dresses,8,10,0,purple,,,
2105006,2105006,Issue New York,Womens Apparel,1/7/2011,350,425,,Cocktail Dresses,10,10,0,purple,,,
2105006,2105006,Issue New York,Womens Apparel,1/7/2011,350,425,,Cocktail Dresses,12,10,0,purple,,,
2105006,2105006,Issue New York,Womens Apparel,1/7/2011,350,425,,Cocktail Dresses,2,10,0,black.silver,,,
2105006,2105006,Issue New York,Womens Apparel,1/7/2011,350,425,,Cocktail Dresses,4,10,0,black.silver,,,
2105006,2105006,Issue New York,Womens Apparel,1/7/2011,350,425,,Cocktail Dresses,6,10,0,black.silver,,,
2105006,2105006,Issue New York,Womens Apparel,1/7/2011,350,425,,Cocktail Dresses,8,10,0,black.silver,,,
2105006,2105006,Issue New York,Womens Apparel,1/7/2011,350,425,,Cocktail Dresses,10,10,0,black.silver,,,
2105006,2105006,Issue New York,Womens Apparel,1/7/2011,350,425,,Cocktail Dresses,12,10,0,black.silver,,,
SM801-1,SM801-1,Issue New York,Womens Apparel,1/7/2011,390,475,,Cocktail Dresses,0,10,0,as.shown,,,
SM801-1,SM801-1,Issue New York,Womens Apparel,1/7/2011,390,475,,Cocktail Dresses,2,10,0,as.shown,,,
SM801-1,SM801-1,Issue New York,Womens Apparel,1/7/2011,390,475,,Cocktail Dresses,4,10,0,as.shown,,,
SM801-1,SM801-1,Issue New York,Womens Apparel,1/7/2011,390,475,,Cocktail Dresses,6,10,0,as.shown,,,
SM801-1,SM801-1,Issue New York,Womens Apparel,1/7/2011,390,475,,Cocktail Dresses,8,10,0,as.shown,,,
SM801-1,SM801-1,Issue New York,Womens Apparel,1/7/2011,390,475,,Cocktail Dresses,10,10,0,as.shown,,,
SM801-1,SM801-1,Issue New York,Womens Apparel,1/7/2011,390,475,,Cocktail Dresses,12,10,0,as.shown,,,
SM801-1,SM801-1,Issue New York,Womens Apparel,1/7/2011,390,475,,Cocktail Dresses,14,10,0,as.shown,,,
EV2078,EV2078,Issue New York,Womens Apparel,1/7/2011,250,345,,Cocktail Dresses,2,10,0,as.shown,,,
EV2078,EV2078,Issue New York,Womens Apparel,1/7/2011,250,345,,Cocktail Dresses,4,10,0,as.shown,,,
EV2078,EV2078,Issue New York,Womens Apparel,1/7/2011,250,345,,Cocktail Dresses,6,10,0,as.shown,,,
EV2078,EV2078,Issue New York,Womens Apparel,1/7/2011,250,345,,Cocktail Dresses,8,10,0,as.shown,,,
EV2078,EV2078,Issue New York,Womens Apparel,1/7/2011,250,345,,Cocktail Dresses,10,10,0,as.shown,,,
EV2078,EV2078,Issue New York,Womens Apparel,1/7/2011,250,345,,Cocktail Dresses,12,10,0,as.shown,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,2,10,0,black,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,4,10,0,black,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,6,10,0,black,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,8,10,0,black,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,10,10,0,black,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,2,10,0,bronze,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,4,10,0,bronze,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,6,10,0,bronze,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,8,10,0,bronze,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,10,10,0,bronze,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,2,10,0,gunmetal,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,4,10,0,gunmetal,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,6,10,0,gunmetal,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,8,10,0,gunmetal,,,
D0713,D0713,Issue New York,Womens Apparel,1/7/2011,275,365,,Cocktail Dresses,10,10,0,gunmetal,,,
DF135,DF135,Issue New York,Womens Apparel,1/7/2011,330,425,,Cocktail Dresses,2,10,0,as.shown,,,
DF135,DF135,Issue New York,Womens Apparel,1/7/2011,330,425,,Cocktail Dresses,4,10,0,as.shown,,,
DF135,DF135,Issue New York,Womens Apparel,1/7/2011,330,425,,Cocktail Dresses,6,10,0,as.shown,,,
DF135,DF135,Issue New York,Womens Apparel,1/7/2011,330,425,,Cocktail Dresses,8,10,0,as.shown,,,
DF135,DF135,Issue New York,Womens Apparel,1/7/2011,330,425,,Cocktail Dresses,10,10,0,as.shown,,,
DF135,DF135,Issue New York,Womens Apparel,1/7/2011,330,425,,Cocktail Dresses,12,10,0,as.shown,,,
DF135,DF135,Issue New York,Womens Apparel,1/7/2011,330,425,,Cocktail Dresses,14,10,0,as.shown,,,
2105003-1,2105003-1,Issue New York,Womens Apparel,1/7/2011,310,405,,Cocktail Dresses,2,10,0,as.shown,,,
2105003-1,2105003-1,Issue New York,Womens Apparel,1/7/2011,310,405,,Cocktail Dresses,4,10,0,as.shown,,,
2105003-1,2105003-1,Issue New York,Womens Apparel,1/7/2011,310,405,,Cocktail Dresses,6,10,0,as.shown,,,
2105003-1,2105003-1,Issue New York,Womens Apparel,1/7/2011,310,405,,Cocktail Dresses,8,10,0,as.shown,,,
2105003-1,2105003-1,Issue New York,Womens Apparel,1/7/2011,310,405,,Cocktail Dresses,10,10,0,as.shown,,,
2105003-1,2105003-1,Issue New York,Womens Apparel,1/7/2011,310,405,,Cocktail Dresses,12,10,0,as.shown,,,
D1401,D1401,Issue New York,Womens Apparel,1/7/2011,350,445,,Cocktail Dresses,2,10,0,platinum,,,
