Product Name,Product Number,Category Name,SubCategory Name,Designer,Product Date,Catalogue Price,Retail Price,Wholesale Price,Product Description,Primary Image Color,Colors,Styles,Events,New Arrival,Clearance,Pre Order,Unpublish,Materials,Trends
1 Sleeve Formal Gown by Basix,D5903L,Womens Apparel,Evening Dresses,Basix Black Label,1969-12-31,1250,0,625,1 sleeve bias shoulder formal gown with sequins and jeweled fringes over nude sheer sleeve and flower on waist ,NUDE NAVY,NUDE NAVY-GUNMETAL,1 SHOULDER-FLOWER-FRINGED-LACE-NUDE-ROSE-SEQUINED,,no,no,,,,
D4480L,D4480L,Womens Apparel,Evening Dresses,Basix Black Label,2012-01-20,845,0,445,Evening Dress,BLACK,BLACK,SLEEVELESS,,,,,,,
D4079L,D4079L,Womens Apparel,Evening Dresses,Basix Black Label,2012-01-20,240,0,120,Evening Dress,FUCHSIA,FUCHSIA,SLEEVELESS-STRAPLESS,,,yes,,,,
D4075L,D4075L,Womens Apparel,Evening Dresses,Basix Black Label,,895,0,445,Evening Dress,CHAMPAGNE,CHAMPAGNE,KEYHOLE-SLEEVELESS,,,yes,,Y,,
D3489L Print Dress By BAsix ,D3489L,Womens Apparel,Evening Dresses,Basix Black Label,1969-12-31,275,495,195,Empire waist spaghetti strap evening dress by Basix,BLUE,BLUE,PRINT-SPAGHETTI STR.,,,yes,,,,
Pleated Empire Evening Gown By Basix,D3592L,Womens Apparel,Evening Dresses,Basix Black Label,1969-12-31,285,485,185,Please and Beaded Evening Gown,WHITE,WHITE-BLACK,BEADED-EMPIRE WAIST-PLEATED,,,yes,,,,
D3865L,D3865L,Womens Apparel,Evening Dresses,Basix Black Label,1969-12-31,325,695,225,Tulle Evening Dress By Basix ,GOLD,GOLD,FLARE-TULLE,,,yes,,,,
D3977L,D3977L,Womens Apparel,Evening Dresses,Basix Black Label,1969-12-31,275,485,185,Velvet Evening Dress By Basix Black Label,BLACK,BLACK,SLEEVELESS,,,yes,,,,
Strapless Evening Dress By Basix,D4072L,Womens Apparel,Evening Dresses,Basix Black Label,1969-12-31,245,395,165,Strapless Eveing Dress with Center Bow,BLACK,BLACK,STRAPLESS,,,yes,,,,
Basix D4118L Evening Dress,D4118L,Womens Apparel,Evening Dresses,Basix Black Label,1969-12-31,395,595,195,Matte Jersey Strapless Side Slit Evening Gown with Flower motif on the bustline ,BLACK,BLACK,FLOWER-SEQUINED-SLEEVELESS-STRAPLESS,,,,,,,
D5770L by Basix,D5770L,Womens Apparel,Evening Dresses,Basix Black Label,1969-12-31,895,0,445,Sleeveless Evening Dress,BLACK,BLACK,NUDE-SEQUINED-SLEEVELESS,,,,,,,
Fringed Evening Gown,D5915L,Womens Apparel,Evening Dresses,Basix Black Label,1969-12-31,795,0,395,Fringed and Paneled Flapper Formal Gown,NAVY,NAVY-BLACK,FRINGED-SPAGHETTI STR.-V NECK,,no,no,,,,
D5977L,D5977L,Womens Apparel,Evening Dresses,Basix Black Label,,895,0,445,Evening Gown,BLACK,BLACK-NAVY,SEQUINED-V NECK,,,,,,,
Tulle Lace pearls and Embroidery Ball Gown ,D5654L,Womens Apparel,Evening Dresses,Basix Black Label,1969-12-31,895,0,445,Embroidered Cap Sleeve Tulle Ball Gown with various flowers made of pearls, sequins and crystal,CHAMPAGNE,CHAMPAGNE,CAP SLEEVE-CRYSTAL-EMBROIDERED-FLOWER-TULLE,,,,,,,
D5827L,D5827L,Womens Apparel,Evening Dresses,Basix Black Label,,1195,0,550,Evening Gown,MULTI,MULTI,3/4 SLEEVE-BEADED-CRYSTAL-FLARE-METALLIC-NUDE,,,,,,,
D6030L,D6030L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,1190,0,595,Evening Dress,COFFEE,COFFEE-SILVER,BEADED-BEADED-LONG-LONG SLEEVE,,no,no,,,,
D6024L,D6024L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,1090,0,545,D6024L,WHITE,WHITE,,,no,no,,,,
D6025L,D6025L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,890,0,445,D6025L,WHITE,WHITE,,,no,no,,,,
D6028L,D6028L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,1090,0,545,D6028L,COFFEE,BEIGE-COFFEE,,,no,no,,,,
D6031L,D6031L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,1090,0,545,D6031L,BLACK,BLACK,,,no,no,,,,
D6033L,D6033L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,1090,0,545,D6033L,BRONZE,BRONZE,,,no,no,,,,
D6046L,D6046L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,1090,0,545,D6046L,GOLD,GOLD,,,no,no,,,,
D6055L,D6055L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,1090,0,545,D6055L,GOLD,GOLD,,,no,no,,,,
D6066L,D6066L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,590,0,295,D6066L,BLACK,BLACK,,,no,no,,,,
D6072L,D6072L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,590,0,295,D6072L,BLACK,BLACK,,,no,no,,,,
D6077L,D6077L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,1090,0,545,D6077L,GUNMETAL,GUNMETAL,,,no,no,,,,
D6083L,D6083L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,690,0,345,D6083L,BLACK,BLACK,,,no,no,,,,
D6020L,D6020L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,790,0,395,D6020L,CHAMPAGNE,CHAMPAGNE,,,no,no,,,,
D6130L,D6130L,Womens Apparel,Evening Dresses,Basix Black Label,2012-09-30,590,0,295,D6130L,RED,RED,,,no,no,,,,
