Product Name,Product Number,Category Name,SubCategory Name,Designer,Product Date,Catalogue Price,Retail Price,Wholesale Price,Product Description,Primary Image Color,Colors,Styles,Events,New Arrival,Clearance,Pre Order,Unpublish,Materials,Trends
Halter Top Short Dress,D4374A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,175,285,60,Halter top dress with sequined strap and front pleat on fabric,GREEN ,GREEN,FLARE-HALTER-SLEEVELESS-STRAPLESS-SEQUINED-Tulle,,,yes,,,,
Strapless Cocktail Dress,D4434A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,325,60,Short dress,GREEN ,GREEN -CORAL,PLEATED-SEQUINED-SLEEVELESS-STRAPLESS-SEQUINED-Tulle,,,yes,,,,
Metallic Cocktail Dress,D4431A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,385,60,Metallic Shimmer Dress,SILVER,SILVER,METALLIC-SHIMMER-SLEEVELESS-STRAPLESS-SEQUINED-Tulle,,,yes,,,,
D5965A,D5965A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,795,0,395,Cocktail Dress,CHARCOAL,CELEDON-CHARCOAL,BEADED-FLARE-SEQUINED-SLEEVELESS-TULLE-V NECK,,yes,,,,,
D5717A,D5717A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-18,395,0,195,Cocktail dress,WHITE,WHITE,BEADED-MINI-SEQUINED-SPAGHETTI STR.-SEQUINED-Tulle,,yes,,,Y,,
Halter Top Cocktail Dress,D4056A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,185,395,60,Halter Top Cocktail Dress With Crystals,WHITE,GREEN -WHITE,SEQUINED-SPAGHETTI STR.-TULLE,CRYSTAL-FLARE-HALTER-SLEEVELESS,,,yes,Y,,
Empire Waist Dress,D4447B,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,185,395,60,Short dress with empire waist and sequined top frame,MAGENTA,ORANGE-MAGENTA-PINK,FLARE-PLEATED-SEQUINED-SLEEVELESS-SEQUINED-Tulle,,,yes,,,,
D3193A,D3193A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-12-15,120,0,60,Short dress,NUDE BLACK,NUDE BLACK,NUDE-SEQUINED-SLEEVELESS-SPAGHETTI STR.-V NECK-Tulle,,,yes,,Y,,
V Neck Cocktail Dress,D5181A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,395,60,V Neck Cocktail dress with pleated skirt and crystal and sequin details,IVORY,-IVORY,NUDE-SEQUINED-SLEEVELESS-SPAGHETTI STR.-TULLE-V NECK,,,,,Y,,
Diamond Motif Mini Cocktail Dress By BAsix,D5487A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,285,445,0,Diamond motif cocktail dress with sequined triangles on body.,WHITE,WHITE,MINI-SEQUINED-SLEEVELESS-SPAGHETTI STR.-V NECK-Tulle,,,yes,,,,
Beaded Empire Waist Mini Dress,D4052A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,185,345,60,Empire waisted mini dress with beaded waist,BLACK,BLACK,EMPIRE WAIST-MINI-V NECK-SPAGHETTI STR.-V NECK-Tulle,,,yes,,,,
D3540,D3540,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-12-15,120,0,60,Short dress,BLACK,BLACK,Lace-Pleated-Sleeveless-Strapless-V Neck-Tulle,,,yes,,Y,,
Embroidered Cocktail Dress,D5019A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,395,60,3/4 Length Embroidered Flare Dress,IVORY,IVORY,EMBROIDERED-SLEEVELESS-SPAGHETTI STR.-Strapless-V Neck-Tulle,,,yes,,,,
Empire Waist Cap Sleeve Dresss,D4064A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,345,60,Empire waist cocktail dress with sequined bust and cap sleeves,BLACK,BLACK-PINK-Pleated flare skirt,SLEEVELESS-SPAGHETTI STR.-STRAPLESS-TULLE-V NECK,BLACK-PINK,,,,Y,,
Shoulder Strap Cocktail Dress,D4239A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,175,255,60,Short Lacy cocktail dress with shoulder straps,GREEN ,GREEN,SLEEVELESS-TULLE-SPAGHETTI STR.-Strapless-V Neck-Tulle,,,yes,,,,
Shawl Cocktail Dress,D5080A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,225,445,60,Sequined flair cocktail dress with built in shawl,CHAMPAGNE,CHAMPAGNE,FLARE-SEQUINED-SPAGHETTI STR.-Strapless-V Neck-Tulle,,,yes,,,,
D5979A,D5979A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,745,0,365,Cocktail dress,CHAMPAGNE,CHAMPAGNE-BLACK-SILVER,BEADED-NUDE-SEQUINED-V NECK,,yes,,,,,
Long Sleeve Cocktail Dress,D5428A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-15,245,0,545,Metallic cocktail dress with sheer sleeves and crystal embellishements over cowl neck collar,SILVER,SILVER,CRYSTAL-LONG SLEEVE-NUDE-SEQUINED-V Neck-Tulle,,,yes,,,,
Pleated bustier cocktail dress,D4387A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,175,285,60,Short dress with multi pleat body and embellished bustier,MAGENTA,MAGENTA-ANIMAL,MINI-PLEATED-SLEEVELESS-STRAPLESS-V Neck-Tulle,,,yes,,,,
Sequin Accented V Neck Dress,D5100A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,185,385,60,Short dress with sequin v neck and armholes,PINK,PINK,PLEATED-SEQUINED-V NECK-STRAPLESS-V Neck-Tulle,,,yes,,,,
Sequined Sheath Print Dress,D5347A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,275,445,60,Sequined Print Sheath Dress with Sarong Look And Side Bow,BLUE,BLUE,FLOWER-SHEATH-SHIMMER-SLEEVELESS-STRAPLESS-Tulle,,,yes,,,,
D6007A,D6007A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-18,395,0,195,Cocktail dress,BLACK WHITE,BLACK WHITE,SHEATH-SLEEVELESS-SHIMMER-SLEEVELESS-STRAPLESS-Tulle,,yes,,,Y,,
Lace and Tulle Short Gown,D3861A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,445,60,Lace and tulle short evening gown,PINK,PINK,FLARE-SLEEVELESS-SPAGHETTI STR.-STRAPLESS-TULLE-Tulle,,,yes,,,,
D5482A,D5482A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,395,60,Short dress,BLACK,BLACK,CRYSTAL-SLEEVELESS-SPAGHETTI STR.-V NECK-TULLE-Tulle,,,yes,,,,
D5926,D5926,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,BLACK,BLACK,CRYSTAL-SLEEVELESS-SPAGHETTI STR.-V NECK-TULLE-Tulle,,no,,,Y,,
D5768A,D5768A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-18,695,0,345,Cocktail dress,WHITE,WHITE,BEADED-CRYSTAL-SEQUINED-V NECK-TULLE-Tulle,,yes,,,Y,,
D4246A,D4246A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-12-15,120,0,60,Short dress,RED,RED,SLEEVELESS-SPAGHETTI STR.-STRAPLESS-V NECK-TULLE-Tulle,,,yes,,Y,,
Empire waist pleated dress,D4240A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,295,60,Short dress with pleated bottom and sequins on waist,MAGENTA,MAGENTA-BLACK,EMPIRE WAIST-PLEATED-SEQUINED-SLEEVELESS-TULLE-Tulle,,,yes,,,,
Empire Cocktail Dress,D4122A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,395,125,Empire Cocktail Dress with Bow on Center Bust,SILVER,SILVER,BEADED-EMPIRE WAIST-PLEATED-SEQUINED-SLEEVELESS-V NECK,,,yes,,,,
Halter Top Flare Dress,D4375A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,165,295,60,Short dress with halter top and details on bustier,MAGENTA,BLACK-MAGENTA-PURPLE,CRYSTAL-SLEEVELESS-PLEATED-SEQUINED-SLEEVELESS-V NECK,,,yes,,,,
Sequined Torso Dress,D4237A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,165,265,60,Short dress with sequined and beaded straps and bodice harness detail,BLACK,BLACK-LILAC,PLEATED-SEQUINED-SLEEVELESS-SEQUINED-SLEEVELESS-V NECK,,,yes,,,,
Jeweled Halter Dress By Basix,D4385A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,245,0,165,Jeweled halter top cocktail dress by basix,ORANGE,PURPLE-BLACK-GREEN -MAGENTA--ORANGE,CRYSTAL-HALTER-PLEATED-SLEEVELESS,,,,,Y,,
Sequined Metallic Cocktail Dress,D4185A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,590,0,295,Sequined Cocktail Dress With Circular Motif Of Sequins On Cups,BLUE,BLUE,SEQUINED-SLEEVELESS-V NECK-SEQUINED-SLEEVELESS-V NECK,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Scoop Neck Mini Dress,D4169A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,595,0,295,Scoop neck mini cocktail dress with bead and crystals,BLACK,SILVER-BLACK-GOLD,BEADED-BEADED-CRYSTAL-MINI-SCOOP NECK-SLEEVELESS-V NECK,,no,no,,,,
D5982A,D5982A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-09-30,390,0,195,D5982A,BLACK SILVER,BLACK SILVER,,,no,no,,,,
Scoop Neck Cocktail Dress,D4126A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,595,0,295,Scoop Neck cocktail dress with plunge back,CHAMPAGNE,NAVY-CHARCOAL-CHAMPAGNE-IVORY-BLACK-PLATINUM,BEADED-MINI-PLUNGE-SLEEVELESS-V NECK,Beaded-Plunge-Sleeveless,,,,,,
Scalloped Cocktail Sheath Dress,D4114A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,445,0,225,Sheath Dress with scalloping along the entire surface consisting of sequins and beads over silk foundation. Fully lined construction under silk fabric for light and comfortable wearing experience.,TEAL,TEAL-RED-GREEN -PLATINUM-TAUPE-BLUE-WHITE-BLACK,BEADED-BEADED-SCALLOPED-SEQUINED-SHEATH-SLEEVELESS-STRAPLESS,,no,no,,,,
Pleated Empire Waist Cocktail Dress,D4256A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,175,295,60,Pleated cocktail dress with crystal embellishments by Basix,BLACK,BLACK,CRYSTAL-PLEATED-SLEEVELESS-SHEATH-SLEEVELESS-STRAPLESS,,,yes,,,,
Animal Print Vest Dress,D4292A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,185,345,60,Animal Print Vested Dress With Pleated Accents By Basix,ANIMAL,ANIMAL,PLEATED-PRINT-SLEEVELESS-SHEATH-SLEEVELESS-STRAPLESS,,,yes,,,,
Crinkle Fabric Cocktail Dress,D4300A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,185,295,60,Knee Length Crinkle Fabric Cocktail Dress,RED,RED,FLARE-PLEATED-SHORT SLEEVE-SHEATH-SLEEVELESS-STRAPLESS,,,yes,,,,
Halter Cocktail Dress,D5698A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,245,395,125,Halter Top Dress With Beaded Center Panel,IVORY,IVORY,HALTER-SHEATH-SHIMMER-SLEEVELESS-SLIM-STRAPLESS,,,,,Y,,
Crystal and Lace Strapless Dress,D3950A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,495,0,245,Lace cocktail dress with antique pattern motif on entire body,BLACK,BLACK,BEADED-CRYSTAL-FLARE-LACE-SLEEVELESS-STRAPLESS,Christmas-Formal-Graduation-Homecoming-Party-Prom-Valentines,,,,,,
Sunflower Strapless Dress,D3869A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,250,0,145,Strapless cocktail dress with flower motif on hem,NAVY,BLACK-NAVY,FLARE-SLEEVELESS-STRAPLESS-LACE-SLEEVELESS-STRAPLESS,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Lace Cocktail Dress,D2538A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,295,0,145,Lace Cocktail Dress With Contrasting Shell,BLACK,BLACK,LACE-SLEEVELESS-SPAGHETTI STR.-STRAPLESS,,no,no,,,,
Diamond Pattern Dress,D3090A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,445,0,225,Diamond and Zig Zag Dress with Sequined Accents,TAUPE,TAUPE-NAVY-BLACK-GREEN,SEQUINED-SLEEVELESS-SPAGHETTI STR.-V NECK-SLEEVELESS-STRAPLESS,Homecoming-Prom,,,,,,
Round Sequined Cocktail Dress,D3373A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,395,0,195,Spaghetti Strap Cocktail Dress With Reflective Round Sequins In Varigated Shades,GOLD,GREEN -GUNMETAL-BLACK-GOLD,MINI-SEQUINED-SLEEVELESS-SPAGHETTI STR.-STRAPLESS,,,,,,,
D6019A,D6019A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,695,0,345,Cocktail Dress,SILVER,BLACK-SILVER,FLOWER-SEQUINED-SLEEVELESS,,,,,,,
Flare Sleeve V Neck Dress,D5745A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,445,0,225,Cocktail Dress With Flare Sleeve And Circular Beaded And Jeweled Motif On Sleeves,BLACK,BLACK,LONG SLEEVE-SEQUINED-SLEEVELESS-SPAGHETTI STR.-SLEEVELESS-STRAPLESS,Beaded-Crystal-Flare-Keyhole-Long Sleeve-V Neck,,,,,,
Lace Sequin and Beaded Dress,D5762A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,490,0,245,Lace over champagne with beads and a flower motif design,CHAMPAGNE,CHAMPAGNE,FLOWER-LACE-SLEEVELESS-STRAPLESS-SLEEVELESS-STRAPLESS,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Beaded Cocktail Dress,D5763A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,445,0,225,Strapless Cocktail Dress With Hem And Bust Geometric Motif,BLACK,BLACK,SHEATH-SLEEVELESS-STRAPLESS,,no,no,,,,
Beaded Tulle Cocktail Dress,D5764A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,695,0,345,Beaded and Sequined tulle cocktail dress with palm motif,BLACK NUDE,SILVER GUNMETAL-NUDE-NUDE BRONZE-BLACK-Black Nude,BEADED-NUDE-SEQUINED-SLEEVELESS-STRAPLESS-V NECK,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Sequined Sheer Cocktail Dress,D5769A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,445,0,225,Sequin Sheer Cocktail Dress,NAVY,BLACK-GOLD-NAVY-SILVER,NUDE-SEQUINED-SLEEVELESS-STRAPLESS-V NECK,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Sleeveless Sequin Panel Dress,D5783A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,695,0,345,Sleeveless Sequined Multi Panel Cocktail Dress With Nude Sections On Back and Sides,GUNMETAL,GUNMETAL-SILVER-CHAMPAGNE-NAVY,BEADED-METALLIC-NUDE-SEQUINED-SLEEVELESS-STRAPLESS,Christmas-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Basix Shimmer Sequin Panel Dress,D5806A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,895,0,445,Shimmery Sequin panel cocktail dress with nude elements and jeweled front segments by Basix,SILVER,GUNMETAL-SILVER-PINK-NAVY-CHAMPAGNE,CRYSTAL-LONG SLEEVE-NUDE-SEQUINED-SLEEVELESS-STRAPLESS,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
D5816A,D5816A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,585,0,285,Cocktail Dress,BLACK,BLACK,CRYSTAL-SLEEVELESS-V NECK-SEQUINED-SLEEVELESS-STRAPLESS,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,yes,,,,,
Empire waist baby doll dress,D3922A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-12-22,120,0,60,Empire waist baby doll dress,BLACK,BLACK,EMPIRE WAIST-PLEATED-SLEEVELESS-SPAGHETTI STR.-SLEEVELESS-STRAPLESS,,,yes,,,,
Strapless 3/4 Length Dress,D3540A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,235,395,60,3/4 Length Dress with wavy pattern made of lace in a ruched motif on hem,BLACK,BLACK,PLEATED-SLEEVELESS-SPAGHETTI STR.-STRAPLESS,LACE-SLEEVELESS-STRAPLESS,,,yes,Y,,
Ombre Jeweled Cocktail Dress,D3406A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,395,60,Jeweled and Sequined Cocktail Dress organized in a an ombre pattern,ORANGE,ORANGE,BEADED-SEQUINED-SHIMMER-SLEEVELESS-V NECK-STRAPLESS,,,yes,,,,
Spaghetti Strap Mini Dress,D3318A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,165,285,60,Mini Dress with accents on bust and hem,WHITE,WHITE,BEADED-SLEEVELESS-SPAGHETTI STR.-SLEEVELESS-V NECK-STRAPLESS,,,yes,,,,
Knee Length V neck Cocktail Dress,D3337A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,395,60,V neck knee length cocktail dress with sequined access on borders and waist,RUST,RUST,EMPIRE WAIST-SLEEVELESS-V NECK-SLEEVELESS-V NECK-STRAPLESS,,,yes,,,,
Sequined Mini Dress,D3383A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,165,285,60,Mini Dress with Sequins on bust and hem,WHITE,WHITE,SEQUINED-SHIMMER-SLEEVELESS-SPAGHETTI STR.-V NECK-STRAPLESS,,,yes,,,,
D4280A,D4280A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,175,295,60,Short dress,BLACK,BLACK,CRYSTAL-HALTER-SLEEVELESS-SPAGHETTI STR.-V NECK-STRAPLESS,,,yes,,,,
Sheath Cocktail Dress With Crystal Waist,D5931A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-08,595,0,295,Strapless sheath dress with sequin and crystal motif on entire body,CHAMPAGNE,CHAMPAGNE,CRYSTAL-MINI-SEQUINED-SHEATH-SLEEVELESS-STRAPLESS,,yes,,,,,
Sequined Bubble Dress,D4102A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,445,445,225,Sequined Cocktail Sleeveless Strapless Dress By Basix ,CHAMPAGNE,BLACK-CHAMPAGNE,SEQUINED-STRAPLESS,,,,,,,
Nude and sequin motif LS cocktail dress,D5977A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-08,895,0,445,Long Sleeve Nude and Sequin Cocktail Dress,BLACK,BLACK,LONG SLEEVE-SEQUINED-SEQUINED-SHEATH-SLEEVELESS-STRAPLESS,,yes,,,,,
Lace Accent Cocktail Dress,D3260A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,425,60,Cocktail Dress With Sheer Top,BLUSH,BLUSH,SEQUINED-SHEATH-SLEEVELESS-STRAPLESS,LACE-SHORT SLEEVE,,,yes,Y,,
V neck Long Sleeve Cocktail Dress,D5917AS,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-08,495,0,245,Long Sleeve Sequin Cocktail Dress,BLACK,BLACK,LONG SLEEVE-SEQUINED-V NECK-SHEATH-SLEEVELESS-STRAPLESS,,,,,,,
D5898A,D5898A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-08,595,0,295,V neck cocktail dress with sequins and waist sash,GOLD,GOLD,SEQUINED-SLEEVELESS-V NECK-SHEATH-SLEEVELESS-STRAPLESS,,,,,,,
D5899A,D5899A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-08,445,0,225,Tulle and Sequin Cocktail Dress with flower on waist and flare skirt,NAVY,NAVY,FLARE-FLOWER-SEQUINED-TULLE-SLEEVELESS-STRAPLESS,,,,,,,
Cocktail Dress With Short Train,D5908A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-08,495,0,245,Sleeveless Cocktail Dress with Sequin and Bead Motif on Bustier and Longer Mini train On Back,NAVY,NAVY,BEADED-FLARE-SEQUINED-SLEEVELESS-STRAPLESS-STRAPLESS,,,,,,,
Sequined Hem Cocktail Dress,D4123A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,185,295,60,Sequined Hem Spaghetti Strap Cocktail Dress,BLACK,BLACK,SEQUINED-SPAGHETTI STR.-SEQUINED-SLEEVELESS-STRAPLESS-STRAPLESS,,,yes,,,,
T2844,T2844,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,120,240,60,Short dress,BLACK,BLACK,BEADED-MINI-SHIMMER-SLEEVELESS-STRAPLESS-TULLE,,,yes,,Y,,
Lace Cocktail Dress,D5797A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,245,445,60,Short dress,BLACK,BLACK,LACE-SLEEVELESS-SHIMMER-SLEEVELESS-STRAPLESS-TULLE,,,yes,,,,
Tulle Sequined Flower Dress,D5742A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,545,0,275,Tulle Sequined Dress V Neck On Front and  Back with Flower Motif and Thin Waist Sash,PINK,PINK,SEQUINED-SLEEVELESS-TULLE-V NECK-STRAPLESS-TULLE,Christmas-Formal-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Mini Cocktail Dress,D4067A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,295,60,Short Pleated and Crystal Embellished Cocktail Dress,RED,RED,CRYSTAL-FLARE-MINI-PLEATED-SLEEVELESS-TULLE,,,yes,,,,
Matte Jersey and Crystal Dress,D5925A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,285,445,225,Matte jersey black cocktail dress with round crystal eyelet openings,BLACK,BLACK,CRYSTAL-KEYHOLE-SLEEVELESS-V NECK-SLEEVELESS-TULLE,,,yes,,,,
Crystal Stone Cocktail Dress,D5919A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,395,0,195,Matte jersey cocktail dress with crystals on tulle,BLACK,BLACK,1 SHOULDER-BEADED-MINI-NUDE-SEQUINED-SHIMMER,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Beaded Dress Keyhole Accent,D4075A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,445,0,225,Beaded cocktail dress with keyhole opening on bust and cross back straps,BLACK,BLACK,BEADED-MINI-SLEEVELESS-NUDE-SEQUINED-SHIMMER,Christmas-Homecoming-New Year-Party-Prom-Valentines,,,,,,
Fringed Panel Dress,D5915A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,455,0,225,Flapper cocktail dress with fringes,WHITE,BLACK-WHITE-NAVY,FRINGED-NUDE-SEQUINED-SHIMMER-SLEEVELESS-V NECK,Christmas-Formal-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Long Sleeve Rope Dress,D5912A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,245,445,225,Cocktail Dress,BLACK,BLACK,LONG SLEEVE-PLUNGE-V NECK-NUDE-SEQUINED-SHIMMER,Christmas-Homecoming-New Year-Party-Prom-Valentines,,yes,,,,
Sunburst Cocktail Dress,D5904A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,285,495,245,Diagonal blue stripes over nude in a sunburst pattern,NUDE NAVY,NUDE NAVY,BEADED-PLUNGE-SEQUINED-SLEEVELESS-V NECK-SHIMMER,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,yes,,,,
Ombre Sequined Dress,D5883A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,220,495,245,Cocktail Dress  in Ombre Sequined Pattern,BRONZE,BRONZE,SEQUINED-SLEEVELESS-STRAPLESS-SLEEVELESS-V NECK-SHIMMER,Christmas-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,yes,,,,
Deep V Front Cocktail Dress,D5877A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,695,0,345,Beaded silk chiffon cocktail dress with deep v front,BLUE,BRONZE-BLUE-SILVER,BEADED-CRYSTAL-SEQUINED-SHIMMER-SLEEVELESS-V NECK,Christmas-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Spider Web Dress,D5875A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,695,0,345,Strapless a-line cocktail dress with jewels and crystals,GUNMETAL,GUNMETAL,CRYSTAL-FLARE-METALLIC-SEQUINED-SLEEVELESS-STRAPLESS-V NECK,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
V Neck Matte Jersey Dress,D5871A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,385,0,195,Cocktail Dress with sequined V Neck on front,NAVY,BLACK-NAVY,SEQUINED-SHEATH-SLEEVELESS-STRAPLESS-V NECK-STRAPLESS-V NECK,Christmas-Formal-Homecoming-New Year-Party-Prom-Valentines,,,,Y,,
Beaded Crystal Dress,D5868A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,695,0,345,Cocktail Dress with crystal and bead work,NUDE NAVY,NUDE NAVY-NUDE GUNMETAL-NUDE BRONZE,BEADED-CRYSTAL-METALLIC-NUDE-SEQUINED-SLEEVELESS-V NECK,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Frame V Neck Cocktail Dress,D5866A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,370,0,195,Sexy cocktail dress with striped opening in front,BLACK,BLACK,KEYHOLE-MINI-SEQUINED-SLEEVELESS-SEQUINED-SLEEVELESS-V NECK,Christmas-Homecoming-New Year-Party-Prom-Valentines,,,,,,
D5861A,D5861A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,545,0,275,Cocktail Dress,NAVY,NAVY-GREEN,MINI-SEQUINED-SLEEVELESS-SLEEVELESS-SEQUINED-SLEEVELESS-V NECK,Christmas-Formal-Graduation-Homecoming-Party-Prom-Valentines-Wedding,,,,,,
Crystal Beaded Mini Dress,D5855A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,690,0,345,Cocktail Dress embellished with crystal,BLUE,BLUE,SEQUINED-SLEEVELESS-V NECK,BLUE,,,yes,,,
D5230A,D5230A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,185,395,195,Sequined Cocktail Dress with Flower on Waist ,BLACK,BLACK,FLOWER-SEQUINED-SLEEVELESS,,,yes,,,,
Silk Chiffon Cocktail Dress,D5852A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,585,0,295,Silk Chiffon cocktail dress with sheer opening on top,SILVER,BLACK-SILVER,BEADED-PLUNGE-SEQUINED-SLEEVELESS-V NECK-SLEEVELESS-V NECK,Christmas-Formal-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
